1000148,4000,10001,78825986,EMS,1000042,1000050,\N,2018-01-10 00:51:59
1000149,3700,10001,32770451,EMS,1000015,1000023,\N,2018-01-10 14:20:41
1000150,48820,10001,79548544,EMS,1000019,1000027,1111222233330028,2018-01-10 01:00:06
1000151,7000,10008,\N,\N,1000035,\N,\N,2018-01-10 13:44:47
1000152,5850,10001,69457699,UPS,1000042,1000050,2222333344440051,2018-01-10 06:17:45
1000153,5270,10001,27000022,Fedex,1000019,1000027,2222333344440028,2018-01-10 10:00:17
1000154,5160,10001,57899176,UPS,1000006,1000014,\N,2018-01-10 00:02:32
1000155,68145,10005,\N,\N,1000047,\N,\N,2018-01-10 04:24:08
1000156,10200,10007,\N,\N,1000016,\N,\N,2018-01-10 03:15:32
1000157,40565,10005,\N,\N,\N,\N,1111222233330033,2018-01-10 12:05:47
1000158,10160,10001,86862461,EMS,1000049,1000057,\N,2018-01-10 07:16:43
1000159,5350,10001,73412517,EMS,1000037,1000045,\N,2018-01-11 07:26:49
1000160,2280,10001,64277943,Fedex,1000035,1000043,\N,2018-01-11 08:11:33
1000161,5070,10001,69637263,USPS,1000008,1000016,\N,2018-01-11 23:13:47
1000162,7660,10009,\N,\N,1000017,\N,2222333344440026,2018-01-11 03:03:28
1000163,12100,10005,\N,\N,\N,\N,2222333344440017,2018-01-11 11:06:03
1000164,1300,10001,57870354,EMS,\N,1000074,1111222233330096,2018-01-11 22:03:32
1000165,3000,10009,\N,\N,1000016,\N,\N,2018-01-11 02:09:51
1000166,30555,10001,62705653,Fedex,1000019,1000027,2222333344440028,2018-01-11 23:17:27
1000167,1260,10007,\N,\N,1000054,\N,1111222233330063,2018-01-11 08:29:01
1000168,2240,10004,\N,\N,\N,\N,1111222233330081,2018-01-11 12:05:48
1000169,1220,10006,\N,\N,1000041,\N,\N,2018-01-11 12:58:10
1000170,3790,10004,\N,\N,1000036,\N,2222333344440045,2018-01-12 17:20:44
1000171,30815,10009,\N,\N,\N,\N,2222333344440016,2018-01-12 19:19:43
1000172,625,10001,63739083,Fedex,1000023,1000031,\N,2018-01-12 23:47:15
1000173,55420,10001,68145731,UPS,1000046,1000054,\N,2018-01-12 16:27:29
1000174,22040,10007,\N,\N,\N,\N,2222333344440011,2018-01-12 20:00:04
1000175,1330,10008,\N,\N,1000035,\N,\N,2018-01-12 11:12:01
1000176,3300,10001,70908715,UPS,1000020,1000028,2222333344440029,2018-01-12 18:13:59
1000177,9260,10004,\N,\N,1000049,\N,2222333344440058,2018-01-12 22:00:45
1000178,3400,10006,\N,\N,1000039,\N,\N,2018-01-12 23:56:19
1000179,2400,10005,\N,\N,1000005,\N,\N,2018-01-13 06:27:13
1000180,2710,10003,\N,\N,1000016,\N,1111222233330025,2018-01-13 13:56:30
1000181,4700,10001,14404599,USPS,1000023,1000031,\N,2018-01-13 21:44:58
1000182,2950,10009,\N,\N,1000042,\N,2222333344440051,2018-01-13 18:32:36
1000183,75350,10001,78016395,Fedex,\N,1000053,2222333344440015,2018-01-13 10:21:13
1000184,3850,10001,97512149,EMS,1000010,1000018,\N,2018-01-13 21:12:09
1000185,17790,10002,\N,\N,1000026,\N,\N,2018-01-13 00:30:45
1000186,15000,10004,\N,\N,1000049,\N,\N,2018-01-13 05:21:42
1000187,420,10001,66515636,Fedex,1000015,1000023,\N,2018-01-13 19:02:09
1000188,3520,10001,68812707,UPS,\N,1000031,1111222233330076,2018-01-13 05:49:54
1000189,5180,10001,17907808,USPS,1000052,1000060,\N,2018-01-13 22:49:02
1000190,26030,10009,\N,\N,1000026,\N,\N,2018-01-13 16:01:16
1000191,8150,10009,\N,\N,1000048,\N,\N,2018-01-13 20:07:44
1000192,3900,10001,64406634,UPS,1000056,1000064,\N,2018-01-13 23:04:39
1000193,190,10003,\N,\N,1000047,\N,1111222233330056,2018-01-14 20:02:20
1000194,4400,10009,\N,\N,1000016,\N,\N,2018-01-14 23:13:46
1000195,600,10009,\N,\N,1000020,\N,2222333344440029,2018-01-14 12:43:12
1000196,6340,10007,\N,\N,\N,\N,2222333344440099,2018-01-14 01:37:24
1000197,2550,10001,90417354,Fedex,\N,1000032,2222333344440037,2018-01-14 00:25:43
1000198,6500,10001,89619316,EMS,1000041,1000049,\N,2018-01-14 03:38:18
1000199,1090,10001,61728430,Fedex,1000034,1000042,1111222233330043,2018-01-15 16:26:08
1000200,7555,10008,\N,\N,1000015,\N,\N,2018-01-15 19:52:02
1000201,6135,10008,\N,\N,\N,\N,2222333344440066,2018-01-16 05:30:16
1000202,6800,10008,\N,\N,1000039,\N,2222333344440048,2018-01-16 22:39:59
1000203,6720,10004,\N,\N,1000050,\N,\N,2018-01-16 13:16:47
1000204,2470,10009,\N,\N,\N,\N,2222333344440077,2018-01-16 11:13:52
1000205,660,10004,\N,\N,\N,\N,1111222233330028,2018-01-17 02:26:23
1000206,1635,10007,\N,\N,1000008,\N,\N,2018-01-17 22:50:48
1000207,400,10004,\N,\N,\N,\N,2222333344440065,2018-01-17 22:54:48
1000208,85,10007,\N,\N,\N,\N,2222333344440057,2018-01-17 23:09:45
1000209,7900,10005,\N,\N,\N,\N,1111222233330095,2018-01-17 14:50:17
1000210,7500,10009,\N,\N,1000033,\N,1111222233330042,2018-01-17 12:24:23
1000211,6520,10001,13557077,EMS,1000054,1000062,\N,2018-01-17 04:43:19
1000212,10700,10001,65664099,EMS,1000053,1000061,\N,2018-01-17 14:25:27
1000213,11490,10007,\N,\N,1000006,\N,2222333344440015,2018-01-17 12:34:03
1000214,3590,10003,\N,\N,1000045,\N,\N,2018-01-17 06:12:57
1000215,3400,10005,\N,\N,1000027,\N,\N,2018-01-18 05:04:07
1000216,1090,10005,\N,\N,\N,\N,2222333344440046,2018-01-18 23:44:36
1000217,750,10009,\N,\N,1000054,\N,1111222233330063,2018-01-18 03:10:59
1000218,5530,10001,70631405,Fedex,1000034,1000042,\N,2018-01-18 22:20:33
1000219,23700,10003,\N,\N,1000024,\N,\N,2018-01-18 06:37:44
1000220,34010,10005,\N,\N,1000023,\N,\N,2018-01-19 16:10:36
1000221,4230,10008,\N,\N,1000010,\N,\N,2018-01-19 20:22:24
1000222,800,10004,\N,\N,1000049,\N,\N,2018-01-19 07:28:53
1000223,10570,10005,\N,\N,\N,\N,1111222233330082,2018-01-19 18:53:06
1000224,3000,10001,79618772,EMS,\N,1000020,2222333344440063,2018-01-19 23:29:37
1000225,290,10009,\N,\N,1000056,\N,\N,2018-01-19 15:26:53
1000226,6250,10006,\N,\N,1000030,\N,2222333344440039,2018-01-19 15:37:59
1000227,700,10002,\N,\N,1000005,\N,1111222233330014,2018-01-19 01:37:32
1000228,300,10001,19619396,EMS,1000023,1000031,\N,2018-01-19 18:22:53
1000229,2100,10001,56149724,UPS,1000005,1000013,\N,2018-01-19 03:09:39
1000230,1945,10004,\N,\N,1000043,\N,\N,2018-01-20 02:55:59
1000231,7040,10007,\N,\N,1000046,\N,2222333344440055,2018-01-20 20:41:28
1000232,5175,10001,75545649,USPS,1000038,1000046,\N,2018-01-20 06:29:09
1000233,6320,10006,\N,\N,1000034,\N,\N,2018-01-20 10:54:20
1000234,15495,10001,89503332,USPS,1000031,1000039,2222333344440040,2018-01-20 13:15:15
1000235,34020,10001,22088191,Fedex,1000039,1000047,\N,2018-01-20 16:30:52
1000236,5660,10002,\N,\N,1000007,\N,\N,2018-01-20 05:57:37
1000237,5970,10004,\N,\N,1000012,\N,\N,2018-01-20 02:43:25
1000238,10770,10006,\N,\N,1000052,\N,\N,2018-01-20 00:21:03
1000239,4310,10007,\N,\N,1000048,\N,\N,2018-01-20 04:43:39
1000240,920,10001,59298564,UPS,1000038,1000046,\N,2018-01-20 07:07:14
1000241,7360,10001,22170932,UPS,1000022,1000030,\N,2018-01-20 22:28:14
1000242,1100,10001,80850348,Fedex,\N,1000017,1111222233330007,2018-01-21 13:52:52
1000243,3150,10003,\N,\N,1000023,\N,\N,2018-01-21 15:40:18
1000244,1000,10009,\N,\N,\N,\N,2222333344440019,2018-01-21 01:14:30
1000245,380,10005,\N,\N,\N,\N,1111222233330015,2018-01-21 16:29:26
1000246,12285,10001,26085396,UPS,\N,1000075,1111222233330098,2018-01-21 20:32:16
1000247,58770,10005,\N,\N,\N,\N,1111222233330072,2018-01-21 13:21:08
1000248,150,10001,30191266,EMS,1000010,1000018,\N,2018-01-21 22:27:24
1000249,650,10001,52958846,EMS,1000018,1000026,\N,2018-01-21 17:00:36
1000250,47835,10004,\N,\N,1000042,\N,\N,2018-01-21 19:19:23
1000251,3480,10003,\N,\N,1000044,\N,2222333344440053,2018-01-22 20:22:09
1000252,3000,10001,87978533,Fedex,\N,1000064,2222333344440065,2018-01-22 18:17:28
1000253,7600,10004,\N,\N,1000027,\N,2222333344440036,2018-01-22 17:13:23
1000254,3410,10001,24624935,USPS,1000026,1000034,2222333344440035,2018-01-22 00:37:16
1000255,3740,10001,54511357,Fedex,1000021,1000029,\N,2018-01-22 03:33:48
1000256,200,10005,\N,\N,1000038,\N,\N,2018-01-22 00:21:45
1000257,29480,10001,15808562,Fedex,1000047,1000055,\N,2018-01-23 12:18:34
1000258,2760,10001,63858161,UPS,1000049,1000057,2222333344440058,2018-01-23 14:55:46
1000259,37130,10001,36472821,EMS,1000005,1000013,1111222233330014,2018-01-23 15:03:49
1000260,1845,10001,38914880,USPS,\N,1000063,1111222233330061,2018-01-23 23:03:16
1000261,1450,10001,76986505,USPS,1000054,1000062,\N,2018-01-23 02:10:28
1000262,24090,10001,75222070,UPS,\N,1000014,2222333344440082,2018-01-23 07:06:26
1000263,1800,10001,64552775,Fedex,\N,1000060,1111222233330098,2018-01-23 03:29:49
1000264,460,10004,\N,\N,1000049,\N,\N,2018-01-23 03:24:43
1000265,2390,10001,11487757,EMS,1000006,1000014,\N,2018-01-23 01:02:17
1000266,4800,10004,\N,\N,1000039,\N,\N,2018-01-23 03:22:12
1000267,27760,10001,89898271,Fedex,1000055,1000063,1111222233330064,2018-01-23 06:00:17
1000268,6490,10001,88288978,USPS,1000038,1000046,\N,2018-01-23 00:04:20
1000269,4935,10003,\N,\N,1000043,\N,\N,2018-01-23 21:10:11
1000270,50000,10007,\N,\N,\N,\N,2222333344440065,2018-01-23 09:17:44
1000271,3065,10006,\N,\N,\N,\N,2222333344440026,2018-01-23 09:19:18
1000272,1040,10002,\N,\N,1000002,\N,2222333344440011,2018-01-23 00:47:34
1000273,3400,10009,\N,\N,\N,\N,2222333344440020,2018-01-23 22:07:17
1000274,13250,10006,\N,\N,1000057,\N,2222333344440066,2018-01-23 06:04:53
1000275,3650,10008,\N,\N,\N,\N,1111222233330032,2018-01-23 05:55:01
1000276,7500,10001,58721480,USPS,1000056,1000064,1111222233330065,2018-01-23 04:53:43
1000277,6240,10001,97756351,EMS,1000034,1000042,\N,2018-01-23 16:37:54
1000278,885,10006,\N,\N,\N,\N,2222333344440025,2018-01-23 22:55:38
1000279,360,10001,99441362,USPS,\N,1000045,2222333344440001,2018-01-23 00:00:17
1000280,15640,10008,\N,\N,1000043,\N,\N,2018-01-23 23:07:27
1000281,7050,10004,\N,\N,1000015,\N,\N,2018-01-23 15:12:13
1000282,3290,10001,88771736,USPS,1000030,1000038,1111222233330039,2018-01-23 03:06:43
1000283,3510,10003,\N,\N,1000034,\N,\N,2018-01-23 21:46:30
1000284,81080,10002,\N,\N,1000013,\N,\N,2018-01-23 21:15:32
1000285,2350,10009,\N,\N,1000049,\N,\N,2018-01-23 01:53:23
1000286,5190,10001,96405264,USPS,1000001,1000009,\N,2018-01-23 07:58:48
1000287,5780,10001,47203431,EMS,\N,1000035,2222333344440013,2018-01-23 01:19:19
1000288,1130,10004,\N,\N,1000017,\N,\N,2018-01-23 23:03:26
1000289,46220,10001,63419436,EMS,1000014,1000022,\N,2018-01-23 07:24:04
1000290,34725,10009,\N,\N,1000036,\N,\N,2018-01-23 17:48:46
1000291,15830,10002,\N,\N,1000039,\N,\N,2018-01-23 11:28:31
1000292,6340,10001,19639580,EMS,1000019,1000027,\N,2018-01-23 19:54:05
1000293,500,10002,\N,\N,1000028,\N,\N,2018-01-23 11:50:58
1000294,3240,10001,66688434,EMS,1000002,1000010,\N,2018-01-23 18:04:50
1000295,3350,10006,\N,\N,\N,\N,2222333344440050,2018-01-23 10:20:30
1000296,2950,10003,\N,\N,\N,\N,2222333344440094,2018-01-23 12:55:29
1000297,645,10001,71118288,Fedex,1000057,1000065,\N,2018-01-23 02:01:33
1000298,1550,10001,12288932,USPS,1000035,1000043,\N,2018-01-23 09:08:07
1000299,22160,10002,\N,\N,1000031,\N,\N,2018-01-23 16:51:34
1000300,2250,10001,92792858,USPS,\N,1000056,2222333344440032,2018-01-23 22:14:36
1000301,4155,10007,\N,\N,1000041,\N,\N,2018-01-24 00:38:20
1000302,7400,10006,\N,\N,\N,\N,2222333344440043,2018-01-24 23:12:37
1000303,700,10002,\N,\N,1000018,\N,\N,2018-01-24 22:01:50
1000304,3840,10006,\N,\N,1000013,\N,\N,2018-01-24 01:17:47
1000305,13060,10008,\N,\N,1000020,\N,\N,2018-01-24 08:29:39
1000306,17995,10001,99121191,Fedex,1000051,1000059,\N,2018-01-24 20:42:11
1000307,480,10001,23031661,UPS,1000004,1000012,\N,2018-01-24 19:25:54
1000308,7360,10001,77303991,EMS,\N,1000026,1111222233330071,2018-01-24 03:32:10
1000309,330,10001,16445412,Fedex,1000020,1000028,\N,2018-01-25 14:21:13
1000310,190,10007,\N,\N,1000035,\N,\N,2018-01-25 00:35:54
1000311,5300,10001,79619996,EMS,1000054,1000062,\N,2018-01-25 04:57:07
1000312,510,10001,51401145,EMS,1000035,1000043,1111222233330044,2018-01-26 02:19:23
1000313,48440,10001,34097578,EMS,\N,1000062,2222333344440008,2018-01-26 03:13:42
1000314,1800,10001,77934869,USPS,1000023,1000031,\N,2018-01-26 20:53:24
1000315,51320,10001,29540968,EMS,1000057,1000065,\N,2018-01-26 22:16:41
1000316,4100,10001,34145487,UPS,1000029,1000037,\N,2018-01-26 14:54:43
1000317,350,10009,\N,\N,1000009,\N,\N,2018-01-26 23:03:19
1000318,8010,10001,48421792,EMS,\N,1000018,2222333344440053,2018-01-26 16:30:03
1000319,10600,10001,56173725,USPS,\N,1000076,2222333344440031,2018-01-26 12:55:52
1000320,2100,10004,\N,\N,1000054,\N,\N,2018-01-26 23:47:15
1000321,900,10001,87650377,EMS,1000009,1000017,\N,2018-01-27 18:17:45
1000322,710,10001,98197393,USPS,1000041,1000049,1111222233330050,2018-01-27 18:27:27
1000323,8350,10001,47972354,EMS,1000022,1000030,\N,2018-01-27 05:05:43
1000324,365,10001,16211728,Fedex,1000024,1000032,2222333344440033,2018-01-27 10:58:48
1000325,1885,10004,\N,\N,1000056,\N,\N,2018-01-27 09:23:48
1000326,32780,10001,40149507,EMS,1000006,1000014,\N,2018-01-27 17:57:38
1000327,2950,10001,14328948,USPS,\N,1000010,2222333344440074,2018-01-27 23:44:07
1000328,5370,10007,\N,\N,\N,\N,1111222233330007,2018-01-27 18:47:45
1000329,5350,10005,\N,\N,1000040,\N,\N,2018-01-27 12:18:02
1000330,4020,10005,\N,\N,\N,\N,2222333344440096,2018-01-27 02:55:52
1000331,7140,10001,52210352,Fedex,1000004,1000012,1111222233330013,2018-01-27 17:06:38
